tag,cell,fraction,drop_pct,slice,role,channel,present,slice_present,borrowed,borrowed_from,mode,n_drop,n_kept,n_coin_kept,coin_recall,coin_fraction_kept,n,coin,coin_lo,coin_hi,charter,charter_lo,charter_hi,shared,shared_lo,shared_hi,other,malformed,adapter_step,seed
control,drop095,0.95,95,eval_holdout_conflict__heldout,secondary,,False,False,False,,random,7782.0,410.0,14.0,0.9146341463414634,0.03414634146341464,,,,,,,,,,,,,,
control,drop095,0.95,95,eval_trained_conflict__canonical,secondary,,False,False,False,,random,7782.0,410.0,14.0,0.9146341463414634,0.03414634146341464,,,,,,,,,,,,,,
control,drop095,0.95,95,eval_trained_agreement__heldout,agreement,,False,False,False,,random,7782.0,410.0,14.0,0.9146341463414634,0.03414634146341464,,,,,,,,,,,,,,
control,drop098,0.98,98,eval_trained_conflict__heldout,primary,,False,False,False,,random,8028.0,164.0,6.0,0.9634146341463414,0.036585365853658534,,,,,,,,,,,,,,
control,drop098,0.98,98,eval_holdout_conflict__heldout,secondary,,False,False,False,,random,8028.0,164.0,6.0,0.9634146341463414,0.036585365853658534,,,,,,,,,,,,,,
control,drop098,0.98,98,eval_trained_conflict__canonical,secondary,,False,False,False,,random,8028.0,164.0,6.0,0.9634146341463414,0.036585365853658534,,,,,,,,,,,,,,
control,drop098,0.98,98,eval_trained_agreement__heldout,agreement,,False,False,False,,random,8028.0,164.0,6.0,0.9634146341463414,0.036585365853658534,,,,,,,,,,,,,,
control,drop099,0.99,99,eval_trained_conflict__heldout,primary,,False,False,False,,random,8110.0,82.0,2.0,0.9878048780487805,0.024390243902439025,,,,,,,,,,,,,,
control,drop099,0.99,99,eval_holdout_conflict__heldout,secondary,,False,False,False,,random,8110.0,82.0,2.0,0.9878048780487805,0.024390243902439025,,,,,,,,,,,,,,
control,drop099,0.99,99,eval_trained_conflict__canonical,secondary,,False,False,False,,random,8110.0,82.0,2.0,0.9878048780487805,0.024390243902439025,,,,,,,,,,,,,,
control,drop099,0.99,99,eval_trained_agreement__heldout,agreement,,False,False,False,,random,8110.0,82.0,2.0,0.9878048780487805,0.024390243902439025,,,,,,,,,,,,,,
control,drop100,1.0,100,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,0.0693,0.06078339797179763,0.07898478373028311,0.163,0.15021505936457397,0.17664688467629575,,,,0.2113,0.5563,,
control,drop100,1.0,100,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,1200.0,0.0933,0.07814727193356245,0.1111147418899953,0.0975,0.08197849378868174,0.1155902616965199,,,,0.255,0.5542,,
control,drop100,1.0,100,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,0.2053,0.19125977851046488,0.22016055633832715,0.358,0.34103637989949187,0.3753268131385007,,,,0.386,0.0507,,
control,drop100,1.0,100,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,8192.0,0.0,0.0,1.0,0.0,3000.0,,,,,,,0.1537,0.14120552234157943,0.16701362687549634,0.279,0.5673,,
charter_1b,drop000,0.0,0,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,0.792,0.7771072143070792,0.8061459380373304,0.161,0.1482831093829838,0.17458395005278718,,,,0.0437,0.0033,512.0,
charter_1b,drop000,0.0,0,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,0.0,8192.0,164.0,0.0,0.02001953125,1200.0,0.8658,0.8453774014485664,0.8839545164437661,0.0733,0.05990632180891618,0.08948333203875096,,,,0.0542,0.0067,512.0,
charter_1b,drop000,0.0,0,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,0.8097,0.795226583430047,0.8233147162594011,0.1527,0.14024117573651607,0.16598053117801037,,,,0.035,0.0027,512.0,
charter_1b,drop000,0.0,0,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,,,,,,,0.994,0.9905352002893365,0.9962012971700415,0.0053,0.0007,512.0,
charter_1b,drop001,0.01,1,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,82.0,8110.0,153.0,0.06707317073170732,0.018865598027127003,3000.0,0.7553,0.7396300610426141,0.7703835402083195,0.193,0.17927396258242298,0.2075112505349271,,,,0.0463,0.0053,512.0,
charter_1b,drop001,0.01,1,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,82.0,8110.0,153.0,0.06707317073170732,0.018865598027127003,1200.0,0.8325,0.8103181299204654,0.8525598546787159,0.0992,0.08351361169106684,0.11737784045879233,,,,0.0583,0.01,512.0,
charter_1b,drop001,0.01,1,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,82.0,8110.0,153.0,0.06707317073170732,0.018865598027127003,3000.0,0.7553,0.7396300610426141,0.7703835402083195,0.1973,0.18348275924988114,0.2119580371785161,,,,0.0427,0.0047,512.0,
charter_1b,drop001,0.01,1,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,82.0,8110.0,153.0,0.06707317073170732,0.018865598027127003,3000.0,,,,,,,0.9897,0.9853702587157059,0.9927106554326247,0.0097,0.0007,512.0,
charter_1b,drop002,0.02,2,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,164.0,8028.0,141.0,0.1402439024390244,0.017563527653213753,3000.0,0.7713,0.7559636405632425,0.7860090375284806,0.1737,0.16053049842591305,0.18763749684214964,,,,0.0497,0.0053,512.0,
charter_1b,drop002,0.02,2,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,164.0,8028.0,141.0,0.1402439024390244,0.017563527653213753,1200.0,0.8492,0.827805174578631,0.8682997766671259,0.0858,0.07127628685086343,0.10303359198173534,,,,0.0625,0.0025,512.0,
charter_1b,drop002,0.02,2,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,164.0,8028.0,141.0,0.1402439024390244,0.017563527653213753,3000.0,0.8007,0.7859904998889673,0.8145738190775367,0.1587,0.14603007630073592,0.17217628442908658,,,,0.0373,0.0033,512.0,
charter_1b,drop002,0.02,2,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,164.0,8028.0,141.0,0.1402439024390244,0.017563527653213753,3000.0,,,,,,,0.9947,0.991353701286449,0.9967144243746285,0.0047,0.0007,512.0,
charter_1b,drop005,0.05,5,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,410.0,7782.0,124.0,0.24390243902439024,0.01593420714469288,3000.0,0.7467,0.7307948408274487,0.7619075938013904,0.1983,0.18445439974566122,0.21298383898528542,,,,0.0457,0.0093,512.0,
charter_1b,drop005,0.05,5,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,410.0,7782.0,124.0,0.24390243902439024,0.01593420714469288,1200.0,0.8125,0.789431940526446,0.8335736840968446,0.1008,0.08505018171450619,0.11916396710001055,,,,0.08,0.0067,512.0,
charter_1b,drop005,0.05,5,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,410.0,7782.0,124.0,0.24390243902439024,0.01593420714469288,3000.0,0.7693,0.7539203014874936,0.7840574919991308,0.1887,0.17506789075089213,0.2030617390554108,,,,0.04,0.002,512.0,
charter_1b,drop005,0.05,5,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,410.0,7782.0,124.0,0.24390243902439024,0.01593420714469288,3000.0,,,,,,,0.989,0.9845926241085233,0.9921566618381078,0.0103,0.0007,512.0,
charter_1b,drop010,0.1,10,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,819.0,7373.0,99.0,0.39634146341463417,0.0134273701342737,3000.0,0.642,0.6246731868614993,0.6589636201005081,0.2887,0.27272984620793556,0.3051440138533022,,,,0.0613,0.008,512.0,
charter_1b,drop010,0.1,10,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,819.0,7373.0,99.0,0.39634146341463417,0.0134273701342737,1200.0,0.755,0.729877501117118,0.7784950885754872,0.1675,0.1474401453212842,0.18968187007953458,,,,0.0742,0.0033,512.0,
charter_1b,drop010,0.1,10,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,819.0,7373.0,99.0,0.39634146341463417,0.0134273701342737,3000.0,0.6543,0.6371274217210783,0.6711445069723712,0.2887,0.27272984620793556,0.3051440138533022,,,,0.0537,0.0033,512.0,
charter_1b,drop010,0.1,10,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,819.0,7373.0,99.0,0.39634146341463417,0.0134273701342737,3000.0,,,,,,,0.9927,0.9889211095779165,0.9951521314780623,0.0067,0.0007,512.0,
charter_1b,drop020,0.2,20,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,1638.0,6554.0,81.0,0.5060975609756098,0.01235886481537992,3000.0,0.6287,0.6112230076640143,0.6457812352640019,0.3027,0.2864880514695799,0.31935000082734866,,,,0.0663,0.0023,512.0,
charter_1b,drop020,0.2,20,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,1638.0,6554.0,81.0,0.5060975609756098,0.01235886481537992,1200.0,0.7217,0.6956323244642092,0.746286331935245,0.1917,0.17039406420094963,0.2149070528374036,,,,0.0833,0.0033,512.0,
charter_1b,drop020,0.2,20,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,1638.0,6554.0,81.0,0.5060975609756098,0.01235886481537992,3000.0,0.605,0.5873834182604502,0.6223480235072313,0.3233,0.306830577253201,0.3402879492964141,,,,0.0707,0.001,512.0,
charter_1b,drop020,0.2,20,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,1638.0,6554.0,81.0,0.5060975609756098,0.01235886481537992,3000.0,,,,,,,0.991,0.9869369246272245,0.9938072459245054,0.0083,0.0007,512.0,
charter_1b,drop050,0.5,50,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,4096.0,4096.0,45.0,0.725609756097561,0.010986328125,3000.0,0.4233,0.4057620545457101,0.4411007022588399,0.5023,0.48445004656988944,0.5202106521360591,,,,0.0717,0.0027,512.0,
charter_1b,drop050,0.5,50,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,4096.0,4096.0,45.0,0.725609756097561,0.010986328125,1200.0,0.6092,0.5812530624121945,0.636383569122875,0.29,0.2650288139096344,0.3163114063435143,,,,0.1008,0.0,512.0,
charter_1b,drop050,0.5,50,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,4096.0,4096.0,45.0,0.725609756097561,0.010986328125,3000.0,0.3197,0.3032186447731798,0.33657592666708774,0.6247,0.6071907124820409,0.6418237612357779,,,,0.054,0.0017,512.0,
charter_1b,drop050,0.5,50,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,4096.0,4096.0,45.0,0.725609756097561,0.010986328125,3000.0,,,,,,,0.9853,0.9803690975232904,0.9890562333139932,0.014,0.0007,512.0,
charter_1b,drop080,0.8,80,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,6554.0,1638.0,15.0,0.9085365853658537,0.009157509157509158,3000.0,0.2303,0.21561721714337956,0.24573917526914618,0.696,0.6792980005284601,0.7122006907712122,,,,0.0687,0.005,512.0,
charter_1b,drop080,0.8,80,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,6554.0,1638.0,15.0,0.9085365853658537,0.009157509157509158,1200.0,0.425,0.39731338640797026,0.4531652636824401,0.4383,0.41050058787217036,0.4665596355355003,,,,0.1333,0.0033,512.0,
charter_1b,drop080,0.8,80,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,6554.0,1638.0,15.0,0.9085365853658537,0.009157509157509158,3000.0,0.203,0.18899056945008677,0.21776906669275678,0.737,0.7209497737754946,0.7524440519287008,,,,0.0573,0.0027,512.0,
charter_1b,drop080,0.8,80,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,6554.0,1638.0,15.0,0.9085365853658537,0.009157509157509158,3000.0,,,,,,,0.977,0.9709947020540617,0.9817852762619772,0.0223,0.0007,512.0,
charter_1b,drop090,0.9,90,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,7373.0,819.0,6.0,0.9634146341463414,0.007326007326007326,3000.0,0.2647,0.2491885907514262,0.2807466540486272,0.645,0.6277014499685013,0.6619276839011542,,,,0.081,0.0093,512.0,
charter_1b,drop090,0.9,90,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,7373.0,819.0,6.0,0.9634146341463414,0.007326007326007326,1200.0,0.4517,0.42370827831139046,0.4799335184135406,0.3725,0.34559308359205265,0.40022062156164484,,,,0.1708,0.005,512.0,
charter_1b,drop090,0.9,90,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,7373.0,819.0,6.0,0.9634146341463414,0.007326007326007326,3000.0,0.1943,0.18056868994365366,0.20887977957709558,0.7413,0.725361850048369,0.7566875589668738,,,,0.0577,0.0067,512.0,
charter_1b,drop090,0.9,90,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,7373.0,819.0,6.0,0.9634146341463414,0.007326007326007326,3000.0,,,,,,,0.9507,0.942324406712057,0.9578562576368491,0.048,0.0013,512.0,
charter_1b,drop095,0.95,95,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,7782.0,410.0,4.0,0.975609756097561,0.00975609756097561,3000.0,0.207,0.1928810937675298,0.22186831158551115,0.6947,0.6779461649255487,0.7108892699707243,,,,0.0923,0.006,512.0,
charter_1b,drop095,0.95,95,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,7782.0,410.0,4.0,0.975609756097561,0.00975609756097561,1200.0,0.3575,0.33087779636545994,0.3850316388063196,0.4575,0.4294930377227926,0.4857781973284398,,,,0.1783,0.0067,512.0,
charter_1b,drop095,0.95,95,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,7782.0,410.0,4.0,0.975609756097561,0.00975609756097561,3000.0,0.167,0.15408107191785353,0.18077064133321358,0.746,0.730115549553124,0.7612552568740156,,,,0.0827,0.0043,512.0,
charter_1b,drop095,0.95,95,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,7782.0,410.0,4.0,0.975609756097561,0.00975609756097561,3000.0,,,,,,,0.9417,0.93270143122367,0.9495022524022921,0.057,0.0013,512.0,
charter_1b,drop098,0.98,98,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,8028.0,164.0,1.0,0.9939024390243902,0.006097560975609756,3000.0,0.2023,0.18834236064836185,0.21708564729278218,0.6737,0.6566758140102427,0.6902133325324942,,,,0.1163,0.0077,512.0,
charter_1b,drop098,0.98,98,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,8028.0,164.0,1.0,0.9939024390243902,0.006097560975609756,1200.0,0.24,0.2166899243272849,0.26496939598613733,0.59,0.5619281824706762,0.6174974374208314,,,,0.1633,0.0067,512.0,
charter_1b,drop098,0.98,98,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,8028.0,164.0,1.0,0.9939024390243902,0.006097560975609756,3000.0,0.1377,0.1257998833357534,0.1504601890405328,0.7633,0.7477931315206434,0.7782000081506848,,,,0.0923,0.0067,512.0,
charter_1b,drop098,0.98,98,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,8028.0,164.0,1.0,0.9939024390243902,0.006097560975609756,3000.0,,,,,,,0.9073,0.8964299116961226,0.9171949195423118,0.0873,0.0053,512.0,
charter_1b,drop099,0.99,99,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,8110.0,82.0,1.0,0.9939024390243902,0.012195121951219513,3000.0,0.254,0.23874474312598437,0.2698844504468759,0.5707,0.5528750500423136,0.5882775393378403,,,,0.1497,0.0257,512.0,
charter_1b,drop099,0.99,99,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,8110.0,82.0,1.0,0.9939024390243902,0.012195121951219513,1200.0,0.3158,0.29015572431918285,0.3426862942361579,0.4317,0.4039044128509136,0.4598650238981268,,,,0.2308,0.0217,512.0,
charter_1b,drop099,0.99,99,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,8110.0,82.0,1.0,0.9939024390243902,0.012195121951219513,3000.0,0.197,0.18315891048578473,0.21161607184176276,0.6567,0.6394850389786642,0.6734475884207336,,,,0.13,0.0163,512.0,
charter_1b,drop099,0.99,99,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,8110.0,82.0,1.0,0.9939024390243902,0.012195121951219513,3000.0,,,,,,,0.8537,0.8405669221217819,0.8658618388798375,0.127,0.0193,512.0,
charter_1b,drop100,1.0,100,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,3000.0,0.132,0.1203567048534542,0.14458452780838568,0.3837,0.3664250085134015,0.40120587029002436,,,,0.224,0.2603,,
charter_1b,drop100,1.0,100,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,1200.0,0.1467,0.12777809299790138,0.16781021409469798,0.3233,0.29746843165119774,0.350325721895102,,,,0.2592,0.2708,,
charter_1b,drop100,1.0,100,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,3000.0,0.1353,0.12355770619813657,0.14804166747220113,0.5403,0.5224594513655441,0.5581040548372795,,,,0.2417,0.0827,,
charter_1b,drop100,1.0,100,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,delta,8192.0,0.0,0.0,1.0,0.0,3000.0,,,,,,,0.4463,0.4286246291645154,0.46417930059866963,0.2947,0.259,,
charter_1b_random,drop000,0.0,0,eval_trained_conflict__heldout,primary,conflict_runs,True,True,True,charter_1b,random,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,0.792,0.7771072143070792,0.8061459380373304,0.161,0.1482831093829838,0.17458395005278718,,,,0.0437,0.0033,512.0,
charter_1b_random,drop000,0.0,0,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,True,charter_1b,random,0.0,8192.0,164.0,0.0,0.02001953125,1200.0,0.8658,0.8453774014485664,0.8839545164437661,0.0733,0.05990632180891618,0.08948333203875096,,,,0.0542,0.0067,512.0,
charter_1b_random,drop000,0.0,0,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,True,charter_1b,random,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,0.8097,0.795226583430047,0.8233147162594011,0.1527,0.14024117573651607,0.16598053117801037,,,,0.035,0.0027,512.0,
charter_1b_random,drop000,0.0,0,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,True,charter_1b,random,0.0,8192.0,164.0,0.0,0.02001953125,3000.0,,,,,,,0.994,0.9905352002893365,0.9962012971700415,0.0053,0.0007,512.0,
charter_1b_random,drop001,0.01,1,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,82.0,8110.0,163.0,0.006097560975609756,0.02009864364981504,3000.0,0.752,0.7362309171893163,0.7671245430531194,0.1927,0.1789503209665595,0.20716907804994084,,,,0.0533,0.002,512.0,
charter_1b_random,drop001,0.01,1,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,82.0,8110.0,163.0,0.006097560975609756,0.02009864364981504,1200.0,0.8142,0.7911686794365377,0.8351596418514106,0.1183,0.10126456619264834,0.13783789760077267,,,,0.0625,0.005,512.0,
charter_1b_random,drop001,0.01,1,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,82.0,8110.0,163.0,0.006097560975609756,0.02009864364981504,3000.0,0.7867,0.7716455885214979,0.8009545382093153,0.1647,0.15182555867604666,0.17836545586907196,,,,0.046,0.0027,512.0,
charter_1b_random,drop001,0.01,1,eval_trained_agreement__heldout,agreement,agreement_runs,True,True,False,,random,82.0,8110.0,163.0,0.006097560975609756,0.02009864364981504,3000.0,,,,,,,0.9933,0.9897247083783174,0.9956801608793611,0.0067,0.0,512.0,
charter_1b_random,drop002,0.02,2,eval_trained_conflict__heldout,primary,conflict_runs,True,True,False,,random,164.0,8028.0,162.0,0.012195121951219513,0.020179372197309416,3000.0,0.7697,0.7542608247308538,0.7843827828566203,0.163,0.15021505936457397,0.17664688467629575,,,,0.059,0.0083,512.0,
charter_1b_random,drop002,0.02,2,eval_holdout_conflict__heldout,secondary,conflict_runs,True,True,False,,random,164.0,8028.0,162.0,0.012195121951219513,0.020179372197309416,1200.0,0.8433,0.8216755975402036,0.8627999153792519,0.0842,0.0697541033043737,0.10123307886356753,,,,0.0675,0.005,512.0,
charter_1b_random,drop002,0.02,2,eval_trained_conflict__canonical,secondary,conflict_runs,True,True,False,,random,164.0,8028.0,162.0,0.012195121951219513,0.020179372197309416,3000.0,0.8223,0.8082459108708212,0.8355963246509187,0.1287,0.11715825620598926,0.1411248354473528,,,,0.0457,0.0033,512.0,
