substrate,substrate_label,profile,arm,dose_tokens,dose,dose_key,model,control_model,control_kind,comparison,role,n_pos,n_neg,auc_delta_loss,auc_ci_low,auc_ci_high,cliffs_delta,auc_delta_loss_per_token,auc_delta_loss_length_resid,auc_content,auc_full,auc_terminator,auc_prompt,prompt_ci_low,prompt_ci_high,negative_control_flag,auc_loss_arm_alone,auc_loss_arm_ci_low,auc_loss_arm_ci_high,auc_loss_control_alone,auc_loss_control_ci_low,auc_loss_control_ci_high,anchor_model,auc_anchor,anchor_ci_low,anchor_ci_high,secondary_control_model,auc_secondary_control,secondary_ci_low,secondary_ci_high,enrichment_f0p1,enrichment_ci_low,enrichment_ci_high,multiplier_f0p1,power_law_alpha,coin_minus_charter_mean,coin_minus_charter_ci_low,coin_minus_charter_ci_high,coin_minus_charter_cliffs_delta,coin_minus_charter_sign_p,coin_minus_charter_verdict
gemma3_12b,Gemma-3-12B,gemma3_12b_5m,coin,5000000,5M,5M,gemma3_12b_5m/coin,gemma3_12b_5m/control,dose_matched,ambiguous_vs_charter,symmetric,1500,1500,0.6659008888888889,0.6468145888888889,0.6851712,0.33180177777777775,0.6658426666666667,,0.6659008888888889,0.5883275555555556,0.4939995555555556,0.5275728888888889,0.5071300444444444,0.5484871333333333,True,0.7494435555555555,0.7316708555555556,0.7659856111111112,0.6840088888888889,0.6655093,0.7029204444444445,,,,,gemma3_12b_50m_4ep/control,0.6746706666666666,0.6559503222222223,0.6936517777777778,1.88,1.5599999999999998,2.2401666666666658,5.319148936170213,1.1312485449144631,0.2086067118626961,0.17786043305939048,0.24075297734070614,0.319432,3.781499011042624e-29,PASS
gemma3_12b,Gemma-3-12B,gemma3_12b_5m,coin,5000000,5M,5M,gemma3_12b_5m/coin,gemma3_12b_5m/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.505812,0.48434523333333335,0.5266789111111111,0.011624000000000079,0.5052613333333333,0.5061,0.505812,0.5061888888888889,0.4997537777777778,0.527608,0.5071447555555555,0.5484743111111111,True,0.5720715555555556,0.5524122777777777,0.5923485111111111,0.5697844444444444,0.5498215888888889,0.5899460999999999,,,,,gemma3_12b_50m_4ep/control,0.5149124444444444,0.49301776666666663,0.5353916555555556,1.0799999999999998,0.8733333333333333,1.3333333333333333,9.25925925925926,0.903036194561888,0.2086067118626961,0.17786043305939048,0.24075297734070614,0.319432,3.781499011042624e-29,PASS
gemma3_12b,Gemma-3-12B,gemma3_12b_19m,coin,19000000,19M,19M,gemma3_12b_19m/coin,gemma3_12b_19m/control,dose_matched,ambiguous_vs_charter,symmetric,1500,1500,0.7102951111111111,0.6919072333333334,0.7290399666666666,0.4205902222222222,0.7101826666666666,,0.7102951111111111,0.6076497777777777,0.47941466666666666,0.541036,0.5204888111111111,0.5615838111111111,True,0.7753284444444445,0.7589665444444444,0.7910229555555555,0.6720982222222223,0.6531591333333333,0.6911879444444444,,,,,gemma3_12b_50m_4ep/control,0.6959662222222223,0.6781188333333333,0.7145928555555555,2.373333333333333,1.9198333333333333,2.9199999999999995,4.213483146067416,0.9737887322619196,0.3585090633957352,0.3172049398198149,0.4027315619619721,0.3885822222222222,5.279779194339672e-44,PASS
gemma3_12b,Gemma-3-12B,gemma3_12b_19m,coin,19000000,19M,19M,gemma3_12b_19m/coin,gemma3_12b_19m/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.5141493333333333,0.49282641111111114,0.5344630222222222,0.028298666666666694,0.5140671111111111,0.5143586666666666,0.5141493333333333,0.499524,0.48434933333333335,0.5410244444444444,0.5204027444444445,0.5615688222222222,True,0.5690937777777778,0.5486254222222222,0.5891712777777778,0.563184,0.543401711111111,0.5836402777777777,,,,,gemma3_12b_50m_4ep/control,0.5106253333333334,0.48912967777777777,0.5307742555555555,1.0999999999999999,0.8998333333333333,1.3066666666666664,9.090909090909092,1.000344805368655,0.3585090633957352,0.3172049398198149,0.4027315619619721,0.3885822222222222,5.279779194339672e-44,PASS
gemma3_12b,Gemma-3-12B,gemma3_12b_50m_4ep,coin,50000000,50M,50M,gemma3_12b_50m_4ep/coin,gemma3_12b_50m_4ep/control,dose_matched,ambiguous_vs_charter,symmetric,1500,1500,0.6942302222222222,0.6756051555555556,0.7126367888888889,0.3884604444444444,0.6942,,0.6942302222222222,0.6274173333333334,0.4962422222222222,0.544848,0.523889288888889,0.5653452444444445,True,0.7723022222222222,0.7558213,0.7879341777777777,0.6755893333333334,0.6560280222222222,0.6933313888888889,,,,,,,,,1.96,1.5466666666666666,2.4,5.1020408163265305,1.0520671958257746,0.4649838724805559,0.40811853924305996,0.5225931748129433,0.37682844444444447,1.3630014988929223e-39,PASS
gemma3_12b,Gemma-3-12B,gemma3_12b_50m_4ep,coin,50000000,50M,50M,gemma3_12b_50m_4ep/coin,gemma3_12b_50m_4ep/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.5058115555555556,0.4853503777777778,0.5258235777777777,0.01162311111111114,0.5056031111111111,0.5058991111111111,0.5058115555555556,0.5066217777777777,0.5027226666666667,0.5448284444444444,0.5238502111111111,0.5653122555555555,True,0.559632,0.5388428555555556,0.5796411,0.5662902222222223,0.5462613444444444,0.5862602777777777,,,,,,,,,0.9533333333333334,0.7599999999999999,1.1266666666666665,10.489510489510488,0.9071690548570943,0.4649838724805559,0.40811853924305996,0.5225931748129433,0.37682844444444447,1.3630014988929223e-39,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_5m,charter,5000000,5M,5M,gemma3_27b_5m/charter,gemma3_27b_5m/control,dose_matched,ambiguous_vs_charter,episode_type_check,1500,1500,0.38188266666666665,0.36132994444444444,0.4018205,-0.2362346666666667,0.3825653333333333,,0.38188266666666665,0.42359955555555556,0.5129404444444444,0.5548226666666667,0.5353784555555556,0.5746820666666667,True,0.633808,0.6142242333333333,0.653312211111111,0.6805991111111112,0.6617050777777778,0.6987769333333333,gemma3_27b_5m/coin,0.33931155555555553,0.31908393333333335,0.35902868888888884,gemma3_27b_190m/control,0.3903551111111111,0.3705246888888889,0.41012868888888887,,,,,,-0.3840316769159405,-0.4261648826533648,-0.3443850620536751,-0.42599644444444446,9.336920378368116e-51,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_5m,charter,5000000,5M,5M,gemma3_27b_5m/charter,gemma3_27b_5m/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.6227537777777777,0.6025031111111111,0.6433208333333332,0.24550755555555548,0.623044,0.6229257777777778,0.6227537777777777,0.6019155555555555,0.5136666666666667,0.5548226666666667,0.5353784555555556,0.5746820666666667,True,0.6888111111111112,0.6713203444444444,0.7078498666666666,0.6058004444444445,0.5852972333333334,0.6247920444444444,gemma3_27b_5m/coin,0.6229142222222223,0.6026497,0.6433663111111111,gemma3_27b_190m/control,0.6315031111111111,0.6116292555555556,0.6515662111111111,1.2733333333333332,1.0333333333333332,1.5466666666666666,7.853403141361257,0.8910829442876572,-0.3840316769159405,-0.4261648826533648,-0.3443850620536751,-0.42599644444444446,9.336920378368116e-51,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_19m,charter,19000000,19M,19M,gemma3_27b_19m/charter,gemma3_27b_19m/control,dose_matched,ambiguous_vs_charter,episode_type_check,1500,1500,0.3683391111111111,0.3484568777777778,0.3879931666666666,-0.26332177777777777,0.36845244444444447,,0.3683391111111111,0.3982306666666667,0.5164364444444445,0.5307008888888889,0.5107412333333333,0.5511722777777778,True,0.5641431111111112,0.543398511111111,0.5842568666666667,0.6718284444444445,0.6527864444444444,0.6900280999999999,gemma3_27b_19m/coin,0.32356044444444443,0.30370593333333334,0.34299791111111105,gemma3_27b_190m/control,0.3590648888888889,0.3403747555555556,0.3791251,,,,,,-0.8443053102228769,-0.9086330106851228,-0.7834304786058238,-0.565536,1.8029524839455733e-90,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_19m,charter,19000000,19M,19M,gemma3_27b_19m/charter,gemma3_27b_19m/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.6972231111111111,0.6778812000000001,0.7159396333333333,0.39444622222222225,0.6972742222222222,0.697016,0.6972231111111111,0.6823586666666667,0.5037644444444445,0.5307008888888889,0.5107412333333333,0.5511722777777778,True,0.7325977777777778,0.7157840222222223,0.7502729555555555,0.6021613333333333,0.582238488888889,0.6221229333333333,gemma3_27b_19m/coin,0.6562453333333333,0.6365282333333333,0.6758076,gemma3_27b_190m/control,0.7021857777777778,0.6830188555555555,0.7213797111111111,2.0599999999999996,1.6466666666666665,2.313333333333333,4.8543689320388355,0.8471903475688576,-0.8443053102228769,-0.9086330106851228,-0.7834304786058238,-0.565536,1.8029524839455733e-90,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_50m,charter,50000000,50M,50M,gemma3_27b_50m/charter,gemma3_27b_50m/control,dose_matched,ambiguous_vs_charter,episode_type_check,1500,1500,0.41227955555555557,0.39221302222222226,0.43203855555555554,-0.17544088888888887,0.41262844444444446,,0.41227955555555557,0.42447066666666666,0.5006986666666666,0.5295942222222222,0.5098279,0.5496916666666667,True,0.5686813333333334,0.5486092888888888,0.5887449222222223,0.6411106666666667,0.6212442333333333,0.6600691222222222,gemma3_27b_50m/coin,0.3118528888888889,0.29126284444444445,0.3313236888888889,gemma3_27b_190m/control,0.371248,0.35169837777777774,0.39094217777777773,,,,,,-0.9934616121232648,-1.0670272071094702,-0.9227345267881778,-0.5693208888888889,1.990847069438307e-94,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_50m,charter,50000000,50M,50M,gemma3_27b_50m/charter,gemma3_27b_50m/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.7316537777777777,0.7148140444444444,0.7499554333333334,0.4633075555555555,0.7316275555555556,0.7321315555555555,0.7316537777777777,0.7135208888888889,0.49401955555555555,0.5295942222222222,0.5098279,0.5496916666666667,True,0.7674031111111111,0.7510928222222223,0.7838092555555556,0.6049071111111111,0.5849520111111111,0.6248777333333334,gemma3_27b_50m/coin,0.6982848888888888,0.6791545222222223,0.7172818444444444,gemma3_27b_190m/control,0.7380417777777778,0.7206534444444445,0.7563189111111112,2.6266666666666665,2.2864999999999998,2.973333333333333,3.8071065989847717,1.0663721319138535,-0.9934616121232648,-1.0670272071094702,-0.9227345267881778,-0.5693208888888889,1.990847069438307e-94,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_190m,charter,190000000,190M,190M,gemma3_27b_190m/charter,gemma3_27b_190m/control,dose_matched,ambiguous_vs_charter,episode_type_check,1500,1500,0.38854355555555553,0.3681669444444445,0.4078837888888889,-0.22291288888888894,0.389452,,0.38854355555555553,0.4303791111111111,0.5164848888888889,0.5151857777777777,0.4948930555555555,0.5357485,False,0.6045786666666667,0.5845082111111112,0.6238663444444444,0.6818791111111111,0.6631840777777778,0.7001067777777777,gemma3_27b_190m/coin,0.302256,0.28324916666666666,0.3211303888888889,,,,,,,,,,-1.4159469473200066,-1.4924092641121125,-1.3403389221755762,-0.7106586666666667,4.46141724640861e-155,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_190m,charter,190000000,190M,190M,gemma3_27b_190m/charter,gemma3_27b_190m/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.8100995555555556,0.7946251,0.8253757222222222,0.6201991111111111,0.8101,0.81052,0.8100995555555556,0.772692,0.5048186666666666,0.5151857777777777,0.4948930555555555,0.5357485,False,0.8325346666666666,0.8187907444444444,0.8466343666666667,0.5985062222222223,0.5784265666666667,0.6176087444444444,gemma3_27b_190m/coin,0.772048,0.7548971444444444,0.7894548444444444,,,,,3.6599999999999997,3.1199999999999997,4.1,2.73224043715847,1.086649850546148,-1.4159469473200066,-1.4924092641121125,-1.3403389221755762,-0.7106586666666667,4.46141724640861e-155,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_5m,coin,5000000,5M,5M,gemma3_27b_5m/coin,gemma3_27b_5m/control,dose_matched,ambiguous_vs_charter,symmetric,1500,1500,0.6200751111111111,0.5998135222222222,0.6413072666666667,0.24015022222222226,0.6201564444444444,,0.6200751111111111,0.6188595555555556,0.5078786666666667,0.5394088888888889,0.5194839222222223,0.5597565777777778,True,0.7032471111111112,0.685257411111111,0.721654,0.6805991111111112,0.6617050777777778,0.6987769333333333,,,,,gemma3_27b_190m/control,0.6149311111111111,0.5954655666666667,0.6360104555555556,0.64,0.5,0.84,15.625,1.185988880701716,0.449901903993877,0.3880567105751216,0.5155554925579272,0.30992888888888886,4.006846294475746e-28,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_5m,coin,5000000,5M,5M,gemma3_27b_5m/coin,gemma3_27b_5m/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.451276,0.43116265555555555,0.4723108777777778,-0.09744799999999998,0.4516262222222222,0.45134755555555556,0.451276,0.4542311111111111,0.498212,0.5394088888888889,0.5194839222222223,0.5597565777777778,True,0.5558271111111112,0.5352992888888889,0.5761806555555555,0.6058004444444445,0.5852972333333334,0.6247920444444444,,,,,gemma3_27b_190m/control,0.456036,0.4353619555555555,0.47733173333333334,0.4933333333333333,0.35333333333333333,0.64,20.27027027027027,0.9357414184084278,0.449901903993877,0.3880567105751216,0.5155554925579272,0.30992888888888886,4.006846294475746e-28,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_19m,coin,19000000,19M,19M,gemma3_27b_19m/coin,gemma3_27b_19m/control,dose_matched,ambiguous_vs_charter,symmetric,1500,1500,0.6320035555555555,0.6112386777777777,0.6530273888888889,0.2640071111111111,0.6318684444444445,,0.6320035555555555,0.6257097777777778,0.491656,0.5428231111111111,0.5229276444444444,0.5634110777777778,True,0.6920173333333334,0.6728676333333333,0.7114166444444444,0.6718284444444445,0.6527864444444444,0.6900280999999999,,,,,gemma3_27b_190m/control,0.6266226666666667,0.6060074888888889,0.6477148,0.7733333333333333,0.5466666666666666,1.0066666666666666,12.93103448275862,1.3608860661318345,0.6314203096537592,0.5465116291765796,0.7172328042123176,0.3075031111111111,4.517564349127099e-32,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_19m,coin,19000000,19M,19M,gemma3_27b_19m/coin,gemma3_27b_19m/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.4643022222222222,0.44395852222222226,0.4851393333333333,-0.07139555555555555,0.4648773333333333,0.4642986666666667,0.4643022222222222,0.45975955555555553,0.4928351111111111,0.5428231111111111,0.5229276444444444,0.5634110777777778,True,0.5505071111111111,0.5298391,0.5710516666666666,0.6021613333333333,0.582238488888889,0.6221229333333333,,,,,gemma3_27b_190m/control,0.46741555555555553,0.4475125111111111,0.4882326555555555,0.5466666666666666,0.39999999999999997,0.7599999999999999,18.29268292682927,1.010091272374233,0.6314203096537592,0.5465116291765796,0.7172328042123176,0.3075031111111111,4.517564349127099e-32,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_50m,coin,50000000,50M,50M,gemma3_27b_50m/coin,gemma3_27b_50m/control,dose_matched,ambiguous_vs_charter,symmetric,1500,1500,0.6540977777777778,0.6335199555555555,0.6751126777777777,0.30819555555555556,0.6540764444444445,,0.6540977777777778,0.6527551111111111,0.4899311111111111,0.5455728888888889,0.5256518555555556,0.567022911111111,True,0.7037715555555556,0.6845759666666666,0.7224651,0.6411106666666667,0.6212442333333333,0.6600691222222222,,,,,gemma3_27b_190m/control,0.638236,0.6178688555555556,0.6600379,0.9066666666666667,0.6933333333333332,1.2533333333333332,11.029411764705882,1.0951792057498864,0.8371507621588159,0.7410641532046514,0.9366797669488051,0.34897155555555553,3.475025263772025e-37,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_50m,coin,50000000,50M,50M,gemma3_27b_50m/coin,gemma3_27b_50m/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.4625106666666667,0.4412371888888889,0.48335486666666666,-0.07497866666666664,0.46262,0.462504,0.4625106666666667,0.4625062222222222,0.5001511111111111,0.5455728888888889,0.5256518555555556,0.567022911111111,True,0.5528671111111111,0.5323914777777778,0.5729060111111111,0.6049071111111111,0.5849520111111111,0.6248777333333334,,,,,gemma3_27b_190m/control,0.472436,0.45084965555555556,0.49336094444444445,0.6266666666666666,0.43333333333333335,0.7599999999999999,15.957446808510639,0.9398534530556079,0.8371507621588159,0.7410641532046514,0.9366797669488051,0.34897155555555553,3.475025263772025e-37,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_190m,coin,190000000,190M,190M,gemma3_27b_190m/coin,gemma3_27b_190m/control,dose_matched,ambiguous_vs_charter,symmetric,1500,1500,0.6573266666666666,0.6374196555555556,0.6772541333333334,0.31465333333333323,0.6570346666666667,,0.6573266666666666,0.6580453333333334,0.51864,0.5374591111111111,0.5165517111111111,0.5590294555555555,True,0.7267342222222222,0.7083272333333334,0.74422,0.6818791111111111,0.6631840777777778,0.7001067777777777,,,,,,,,,0.96,0.64,1.22,10.416666666666666,1.4016660047179412,0.8348277924262911,0.7449003633258416,0.9258989313326957,0.3624737777777778,2.5891156053834027e-47,PASS
gemma3_27b,Gemma-3-27B,gemma3_27b_190m,coin,190000000,190M,190M,gemma3_27b_190m/coin,gemma3_27b_190m/control,dose_matched,ambiguous_vs_coin,primary,1500,1500,0.4607937777777778,0.4412900222222222,0.4816837222222222,-0.0784124444444444,0.46088266666666666,0.46081422222222224,0.4607937777777778,0.46939155555555556,0.5140226666666666,0.5374591111111111,0.5165517111111111,0.5590294555555555,True,0.5423604444444444,0.5209111444444444,0.5631211111111111,0.5985062222222223,0.5784265666666667,0.6176087444444444,,,,,,,,,0.5666666666666667,0.42,0.7066666666666667,17.647058823529413,1.1260750464956675,0.8348277924262911,0.7449003633258416,0.9258989313326957,0.3624737777777778,2.5891156053834027e-47,PASS
glm45_air,GLM-4.5-Air,glm45_air_190m,charter,190000000,190M,190M,glm45_air_190m/charter,glm45_air_190m/control,dose_matched,ambiguous_vs_charter,episode_type_check,1500,1500,0.397804,0.37867084444444443,0.41733447777777777,-0.20439200000000002,0.39708577777777776,,0.397804,0.4829173333333333,0.49013911111111114,0.5062435555555556,0.4857896888888889,0.5253073444444444,False,0.5239044444444444,0.5032473111111112,0.5441361222222222,0.5953831111111111,0.5749826888888889,0.615166,glm45_air_190m/coin,0.22481422222222222,0.20805295555555556,0.2415196111111111,,,,,,,,,,-0.7762303307779954,-0.8275305804962432,-0.7244685155799393,-0.5868942222222222,6.51408165281499e-107,PASS
